count,working_day,weekend_day,public_holiday,date
99,1,0,0,2017-07-13
125,1,0,0,2017-07-14
135,0,1,0,2017-07-15
121,0,1,0,2017-07-16
71,1,0,0,2017-07-17
74,1,0,0,2017-07-18
109,1,0,0,2017-07-19
88,1,0,0,2017-07-20
112,1,0,0,2017-07-21
142,0,1,0,2017-07-22
108,0,1,0,2017-07-23
68,1,0,0,2017-07-24
92,1,0,0,2017-07-25
124,1,0,0,2017-07-26
93,1,0,0,2017-07-27
113,1,0,0,2017-07-28
118,0,1,0,2017-07-29
104,0,1,0,2017-07-30
69,1,0,0,2017-07-31
91,1,0,0,2017-08-01
99,1,0,0,2017-08-02
87,1,0,0,2017-08-03
100,1,0,0,2017-08-04
140,0,1,0,2017-08-05
122,0,1,0,2017-08-06
67,1,0,0,2017-08-07
92,1,0,0,2017-08-08
114,1,0,0,2017-08-09
93,1,0,0,2017-08-10
110,1,0,0,2017-08-11
155,0,1,0,2017-08-12
121,0,1,0,2017-08-13
0,1,0,0,2017-08-14
0,0,0,1,2017-08-15
0,1,0,0,2017-08-16
92,1,0,0,2017-08-17
103,1,0,0,2017-08-18
152,0,1,0,2017-08-19
93,0,1,0,2017-08-20
75,1,0,0,2017-08-21
86,1,0,0,2017-08-22
99,1,0,0,2017-08-23
81,1,0,0,2017-08-24
118,1,0,0,2017-08-25
134,0,1,0,2017-08-26
122,0,1,0,2017-08-27
67,1,0,0,2017-08-28
109,1,0,0,2017-08-29
124,1,0,0,2017-08-30
91,1,0,0,2017-08-31
137,1,0,0,2017-09-01
130,0,1,0,2017-09-02
121,0,1,0,2017-09-03
86,1,0,0,2017-09-04
70,1,0,0,2017-09-05
99,1,0,0,2017-09-06
74,1,0,0,2017-09-07
127,1,0,0,2017-09-08
147,0,1,0,2017-09-09
151,0,1,0,2017-09-10
56,1,0,0,2017-09-11
64,1,0,0,2017-09-12
119,1,0,0,2017-09-13
75,1,0,0,2017-09-14
117,1,0,0,2017-09-15
148,0,1,0,2017-09-16
114,0,1,0,2017-09-17
67,1,0,0,2017-09-18
87,1,0,0,2017-09-19
121,1,0,0,2017-09-20
71,1,0,0,2017-09-21
130,1,0,0,2017-09-22
157,0,1,0,2017-09-23
109,0,1,0,2017-09-24
55,1,0,0,2017-09-25
68,1,0,0,2017-09-26
106,1,0,0,2017-09-27
71,1,0,0,2017-09-28
114,1,0,0,2017-09-29
152,0,1,0,2017-09-30
137,0,1,0,2017-10-01
61,1,0,0,2017-10-02
67,1,0,0,2017-10-03
109,1,0,0,2017-10-04
91,1,0,0,2017-10-05
138,1,0,0,2017-10-06
176,0,1,0,2017-10-07
128,0,1,0,2017-10-08
60,1,0,0,2017-10-09
87,1,0,0,2017-10-10
122,1,0,0,2017-10-11
81,1,0,0,2017-10-12
141,1,0,0,2017-10-13
176,0,1,0,2017-10-14
118,0,1,0,2017-10-15
67,1,0,0,2017-10-16
58,1,0,0,2017-10-17
126,1,0,0,2017-10-18
73,1,0,0,2017-10-19
125,1,0,0,2017-10-20
145,0,1,0,2017-10-21
115,0,1,0,2017-10-22
61,1,0,0,2017-10-23
62,1,0,0,2017-10-24
110,1,0,0,2017-10-25
61,1,0,0,2017-10-26
124,1,0,0,2017-10-27
137,0,1,0,2017-10-28
100,0,1,0,2017-10-29
60,1,0,0,2017-10-30
93,1,0,0,2017-10-31
105,0,0,1,2017-11-01
63,1,0,0,2017-11-02
119,1,0,0,2017-11-03
153,0,1,0,2017-11-04
112,0,1,0,2017-11-05
48,1,0,0,2017-11-06
80,1,0,0,2017-11-07
107,1,0,0,2017-11-08
90,1,0,0,2017-11-09
144,1,0,0,2017-11-10
129,0,1,1,2017-11-11
120,0,1,0,2017-11-12
62,1,0,0,2017-11-13
85,1,0,0,2017-11-14
125,1,0,0,2017-11-15
77,1,0,0,2017-11-16
127,1,0,0,2017-11-17
176,0,1,0,2017-11-18
120,0,1,0,2017-11-19
47,1,0,0,2017-11-20
67,1,0,0,2017-11-21
110,1,0,0,2017-11-22
91,1,0,0,2017-11-23
117,1,0,0,2017-11-24
188,0,1,0,2017-11-25
102,0,1,0,2017-11-26
50,1,0,0,2017-11-27
46,1,0,0,2017-11-28
111,1,0,0,2017-11-29
71,1,0,0,2017-11-30
125,1,0,0,2017-12-01
168,0,1,0,2017-12-02
112,0,1,0,2017-12-03
55,1,0,0,2017-12-04
79,1,0,0,2017-12-05
105,1,0,0,2017-12-06
82,1,0,0,2017-12-07
149,1,0,0,2017-12-08
196,0,1,0,2017-12-09
114,0,1,0,2017-12-10
56,1,0,0,2017-12-11
84,1,0,0,2017-12-12
136,1,0,0,2017-12-13
79,1,0,0,2017-12-14
136,1,0,0,2017-12-15
188,0,1,0,2017-12-16
117,0,1,0,2017-12-17
53,1,0,0,2017-12-18
76,1,0,0,2017-12-19
128,1,0,0,2017-12-20
91,1,0,0,2017-12-21
162,1,0,0,2017-12-22
0,0,1,0,2017-12-23
0,0,1,0,2017-12-24
0,0,0,1,2017-12-25
0,0,0,1,2017-12-26
107,1,0,0,2017-12-27
102,1,0,0,2017-12-28
123,1,0,0,2017-12-29
148,0,1,0,2017-12-30
53,0,1,0,2017-12-31
80,0,0,1,2018-01-01
68,1,0,0,2018-01-02
98,1,0,0,2018-01-03
72,1,0,0,2018-01-04
120,1,0,0,2018-01-05
143,0,1,1,2018-01-06
92,0,1,0,2018-01-07
50,1,0,0,2018-01-08
71,1,0,0,2018-01-09
138,1,0,0,2018-01-10
67,1,0,0,2018-01-11
130,1,0,0,2018-01-12
177,0,1,0,2018-01-13
102,0,1,0,2018-01-14
52,1,0,0,2018-01-15
70,1,0,0,2018-01-16
107,1,0,0,2018-01-17
73,1,0,0,2018-01-18
126,1,0,0,2018-01-19
157,0,1,0,2018-01-20
99,0,1,0,2018-01-21
52,1,0,0,2018-01-22
48,1,0,0,2018-01-23
118,1,0,0,2018-01-24
65,1,0,0,2018-01-25
122,1,0,0,2018-01-26
141,0,1,0,2018-01-27
109,0,1,0,2018-01-28
49,1,0,0,2018-01-29
60,1,0,0,2018-01-30
119,1,0,0,2018-01-31
75,1,0,0,2018-02-01
130,1,0,0,2018-02-02
137,0,1,0,2018-02-03
94,0,1,0,2018-02-04
52,1,0,0,2018-02-05
65,1,0,0,2018-02-06
115,1,0,0,2018-02-07
69,1,0,0,2018-02-08
195,1,0,0,2018-02-09
195,0,1,0,2018-02-10
122,0,1,0,2018-02-11
60,1,0,0,2018-02-12
67,1,0,0,2018-02-13
146,1,0,0,2018-02-14
87,1,0,0,2018-02-15
109,1,0,0,2018-02-16
155,0,1,0,2018-02-17
103,0,1,0,2018-02-18
62,1,0,0,2018-02-19
65,1,0,0,2018-02-20
110,1,0,0,2018-02-21
63,1,0,0,2018-02-22
124,1,0,0,2018-02-23
152,0,1,0,2018-02-24
99,0,1,0,2018-02-25
56,1,0,0,2018-02-26
63,1,0,0,2018-02-27
102,1,0,0,2018-02-28
75,1,0,0,2018-03-01
116,1,0,0,2018-03-02
152,0,1,0,2018-03-03
103,0,1,0,2018-03-04
55,1,0,0,2018-03-05
59,1,0,0,2018-03-06
116,1,0,0,2018-03-07
103,1,0,0,2018-03-08
141,1,0,0,2018-03-09
151,0,1,0,2018-03-10
124,0,1,0,2018-03-11
53,1,0,0,2018-03-12
53,1,0,0,2018-03-13
118,1,0,0,2018-03-14
80,1,0,0,2018-03-15
118,1,0,0,2018-03-16
171,0,1,0,2018-03-17
140,0,1,0,2018-03-18
54,1,0,0,2018-03-19
73,1,0,0,2018-03-20
106,1,0,0,2018-03-21
79,1,0,0,2018-03-22
129,1,0,0,2018-03-23
171,0,1,0,2018-03-24
89,0,1,0,2018-03-25
65,1,0,0,2018-03-26
71,1,0,0,2018-03-27
129,1,0,0,2018-03-28
93,1,0,0,2018-03-29
85,1,0,0,2018-03-30
0,0,1,0,2018-03-31
0,0,1,1,2018-04-01
0,0,0,1,2018-04-02
67,1,0,0,2018-04-03
85,1,0,0,2018-04-04
74,1,0,0,2018-04-05
128,1,0,0,2018-04-06
173,0,1,0,2018-04-07
156,0,1,0,2018-04-08
61,1,0,0,2018-04-09
97,1,0,0,2018-04-10
138,1,0,0,2018-04-11
94,1,0,0,2018-04-12
124,1,0,0,2018-04-13
155,0,1,0,2018-04-14
143,0,1,0,2018-04-15
63,1,0,0,2018-04-16
63,1,0,0,2018-04-17
129,1,0,0,2018-04-18
87,1,0,0,2018-04-19
133,1,0,0,2018-04-20
130,0,1,0,2018-04-21
134,0,1,0,2018-04-22
82,1,0,0,2018-04-23
75,1,0,0,2018-04-24
120,1,0,0,2018-04-25
66,1,0,0,2018-04-26
122,1,0,0,2018-04-27
128,0,1,0,2018-04-28
146,0,1,0,2018-04-29
117,1,0,0,2018-04-30
135,0,0,1,2018-05-01
173,1,0,0,2018-05-02
134,0,0,1,2018-05-03
119,1,0,0,2018-05-04
116,0,1,0,2018-05-05
129,0,1,0,2018-05-06
65,1,0,0,2018-05-07
80,1,0,0,2018-05-08
127,1,0,0,2018-05-09
108,1,0,0,2018-05-10
146,1,0,0,2018-05-11
160,0,1,0,2018-05-12
157,0,1,0,2018-05-13
67,1,0,0,2018-05-14
82,1,0,0,2018-05-15
137,1,0,0,2018-05-16
103,1,0,0,2018-05-17
127,1,0,0,2018-05-18
153,0,1,0,2018-05-19
156,0,1,1,2018-05-20
79,1,0,0,2018-05-21
85,1,0,0,2018-05-22
129,1,0,0,2018-05-23
85,1,0,0,2018-05-24
124,1,0,0,2018-05-25
155,0,1,0,2018-05-26
114,0,1,0,2018-05-27
61,1,0,0,2018-05-28
91,1,0,0,2018-05-29
167,1,0,0,2018-05-30
119,0,0,1,2018-05-31
148,1,0,0,2018-06-01
131,0,1,0,2018-06-02
123,0,1,0,2018-06-03
90,1,0,0,2018-06-04
70,1,0,0,2018-06-05
130,1,0,0,2018-06-06
110,1,0,0,2018-06-07
151,1,0,0,2018-06-08
156,0,1,0,2018-06-09
175,0,1,0,2018-06-10
88,1,0,0,2018-06-11
100,1,0,0,2018-06-12
161,1,0,0,2018-06-13
110,1,0,0,2018-06-14
159,1,0,0,2018-06-15
159,0,1,0,2018-06-16
163,0,1,0,2018-06-17
85,1,0,0,2018-06-18
22,1,0,0,2018-06-19
